,year,australia,canada,china,india,indonesia,ireland,japan,kenya,new_zealand,pakistan,philippines,scotland,singapore,south_africa,south_korea,taiwan,thailand,united_kingdom,united_states
154,2016,Bikie ‘hid loaded gun in bum’,Analysis: Franois Legault zeros in on 'elites' after Trump's upset in U.S.,"  Obama, Trump hold first post-election meeting  ",TB panel for faster diagnosis,Wika expects Rp 2t from Wika Realty's IPO next year,Idris Elba joins forces with 'brightest new talent' for BBC Three collaboration,Prospect of US protectionism to be key issue at APEC summit: Soong,"The Counties: Women Representative Priscilla Nyokabi Sh2,000 donation shocks church",Fitness devices 'unhealthy' for kids,"UN says rations run out in east Aleppo, hopes for aid deal",PH on wait-and-see mode over Trumps BPO policy,Fife housing developments to enter next phase,"Asian shares dip, soaring US bond yields rattle emerging markets",Rand slides as dollar shrugs off Trump shock,Scandal figure alleged to have sought control of CJ Group&aposs projects,Prospect of US protectionism to be key issue at APEC summit: Soong,"Leonard Cohen, rock music's poetic visionary, dies at age 82","Latest movies: Arrival, American Pastoral, 100 Streets",Heres One Big Reason Capitol Hill Still Doesnt Look Like America
155,2016,Sweltering heat on the Gold Coast,"Howard Tsumura: UBC's Will finds a way to make clutch catches, Watson leads 'Birds charge in Hardy Cup final",  Disneyland toys with resorts next theme  ,Support for professors,Indonesian patrol intercepts 8 Vietnamese boats for illegal fishing,JK Rowling admits 'bleak mood' but sidesteps Donald Trump questions,Taiwanese songwriter freed after confined a week in China: reports,Moi alleges plot to defraud him of land,New FIFA president cleared of corruption,Palestinian president says he knows who killed Yasser Arafat,"PHL, Malaysia agree to deport 7,000 illegal Filipinos in Malaysia",Fife Task Force finds a future for ex-Tullis Russell workforce,"Asian shares dip as soaring US bond yields rattle emerging markets, dollar continues climb",Landslide forces families out of their homes,POSCO chief to be questioned by prosecutors over political scandal,Taiwanese songwriter freed after confined a week in China: reports,"Gold prices down B300 to B21,100",Freeview film of the day: The Kings Speech,Seven perfect wine and Dungeness crab pairings
156,2016,Truck rollover causes chaos on Qld highway,In the Garden: Forest bathing among top trends for 2017,  China plans to reunite 9 mln left-behind kids with parents  ,Parrikar questions nuclear no-first-use,"Lawmaker wants increase milk production, consumption",JK Rowling praises 'incredible' Johnny Depp at Fantastic Beasts premiere,Legendary singer Leonard Cohen dead at 82,The Counties: I ate nyama with President Uhuru,40% beef tax suggested to pay for climate damage,British royal trip comes as Bahrain unrest far from over,"Trump goes to Washington, where complex Congress awaits",Gamekeeper warns of dead hares everywhere if protesters block cull,Hundreds arrested in China over child porn videos of young girls being abducted and raped,Thousands of litres of oil spills into Amanzimnyama River near Durban,Daewoo Shipbuilding&aposs labor union pressed to accept restructuring scheme,Legendary singer Leonard Cohen dead at 82,SET down 5.64 points at opening,Kakuro 1525 medium,Five industries that should take a cue from Netflix and crowdsource parts of its tech
157,2016,Trump just made this guy $100k,Vancouver's proposed parking meter rates will rise on busy streets,British icons cashing in on China's day of sales madness,Mayawati hurls cash tip-off charge,Armed police guard Ahok campaign,JK Rowling praises 'incredible' Johnny Depp at Fantastic Beasts premiere,Mainland Chinese online shoppers spend billions on Singles' Day,"The Counties: I ate nyama with President Uhuru, admits Reverend Lucy Wa Ngunjiri",Extended rain leads to boil water notice in Horowhenua town,"Trump and Modi will be 'best friends', says adviser to US president-elect",FULL TEXT: Supreme Court ruling on Marcos' burial,"Obituary: Raoul Coutard, leading cinematographer of the French New Wave",CME Group CEO Phupinder Gill to retire,Constitution under threat - Ndungane,S. Korea&aposs exports advance 19.7 pct in first 10 days of Nov.,Mainland Chinese online shoppers spend billions on Singles' Day,Mysterious debris crash-lands in northern Myanmar,Sudoku 3590 hard,"10 students mugged, 10 suspects arrested in recent robberies near Case Western"
158,2016,Truck rollover causes chaos on Qld highway,Housewares: 'Tis the sweet season,  Boy found dead in abandoned well after 100-hour search  ,Rahul quotes Dalai to Arun,Police gear up for open case screening in Ahok case,"Boozy resort of Magaluf now a family-friendly haven, authorities claim",Asus sets 14-quarter record for EPS and net income in Q3,"The Counties: Zalisha bibi, one son not enough, MP told to fill the earth",Qatar 2022 faces housing crisis,Malaysia rightist firebrand warns of political violence,Tagum City to set up countrys highest Christmas tree for P2.4M,Commuters blast council for allowing weeks of road closures in Rutherglen,Anti-Trump protests spread across America,Historic schools must be restored: Ndungane,(URGENT) BOK holds key rate steady at 1.25 pct in Nov.,Asus sets 14-quarter record for EPS and net income in Q3,"Trump fear fans dollar rally, emerging market sell-off",Amazon to spread Black Friday sales over two weeks,Man arrested for abusing 2-year-old
159,2016,The world champion bringing sexy back,Major police incident at Canadian Tire in East Vancouver,Xi's 3rd Latin America visit to seal development deals,UK plea on 1-year master's rejected,Indonesians in US told to honor next US president,Pampering time? This Irish hotel spa has been named best in Europe,Transition begins as Obama meets Trump,The Counties: Gospel singer Eunice Njeri talks about her wedding dress,Watch: 'My goodness!' What just happened? A-League striker with candidate for worst miss - OF ALL TIME ,Iraqi forces preparing advance on south Mosul,What impact will Trumps presidency have on Philippine interests?,"Obituary: Stewart Forson Sanderson, pioneer in studies and recording of folk culture and dialect",Wave of populist fury may damage global prosperity,Biography of Njongonkulu Ndungane,BOK holds key rate steady at 1.25 pct in Nov.,Transition begins as Obama meets Trump,"SET down 12.30 to 1,501.96 at noon","Beagle 2 Mars probe was 'excruciatingly close' to success, new research reveals",Europe's First Mars Lander Came 'Excruciatingly Close' to Success
160,2016,Warne: KP trying to be ‘new Tony Greig’,Meet the chef: Faizal Kassam,  Tunnel on top of the world ready for traffic  ,Opposition raises voice on notes,"Counting down to 11.11 Alibaba Global Shopping Festival, world's largest e-comme.",Analysis: Pressure mounts over public service pay,International Council of Women opens Monday,Sports: The healing power of cabbage soup,Warriors first game against Dragons - report,SHC orders recovery of missing persons,Obama honors NBA champion Cleveland Cavaliers,Plans to build trampoline complex in Rutherglen get the green light,Repudiation of Obamas legacy likely as US policy course shifts,Trump begins to play catch up on transition to White House,Chaeyeon of I.O.I cheers for Korean CSAT test takers in a song cover,International Council of Women opens Monday,13 dead in Indian garment factory fire: police,  Beat stress by creating toys out of felt    ,PHOTO GALLERY: CG students hold Veteran's Day celebration
161,2016,Aussie girl’s heartbreaking note,Highways 25 and 520 to be closed overnight Nov. 11-14,"Porcelain antique used by a couple as a table lamp for 50 years sells for nearly £600,000 after it was revealed to be an incredibly rare 200-year-old Chinese hat stand ",Teary girl turns face of Kerala bloodletting,KPK should resolve outstanding cases: Antasari,Singer-songwriter Leonard Cohen dies at age 82 ,Flight of fancy,The Counties: Mike Sonko's daughter wants babies with boyfriend,'How dare you hit them' - kayaker sparks social media outrage with shark video,Sindh restructures LB system,NBA D-Leagues Texas Legends add Ravena as developmental player,Rutherglen teenager vows to bounce back from broken foot and represent Scotland in taekwondo,World about to learn what the ultimate pragmatist really believes,Donald Trump is a mixed blessing for Chinese leaders,(LEAD) BOK holds key rate steady at 1.25 pct in Nov.,Flight of fancy,Karen border guards threaten to close frontier with Thailand,Park and Recreation's Leslie Knope writes reassuring letter to America,Middle East Tries to Divine the Unknowable After Trumps Shock
162,2016,Guard 'may lose eye' following riot at youth detention centre,Remembrance Day 'very emotional' for aging veteran of Second World War,Deals expected on Xi's trip to Latin America,Mass resignation after SC water blow,Indonesia October Motorbike Sales Fall 5.3% ,Singer and songwriter Leonard Cohen dies aged 82,Disease NGO to attend meeting of UN-affiliate,Sports: President Obama's daughters Malia and Sasha now dating,Loosen your purrs-strings - it's the world's priciest cat food,National interest will be safeguarded in talks with new US admin: Maleeha,Duterte: PH ready to do business with Malaysia,All pulling together for a common goal,Historic political upset built on unique coalition of white voters,"Obama, Trump in good White House talks",Korean-Americans behind Trump&aposs election,Disease NGO to attend meeting of UN-affiliate,Karen border guards threaten to shut frontier with Thailand,"Ministers are wasting 500million a year on apprenticeships that dont meet employers needs, think tank warns",Trump lawyer asks for post-inauguration delay of Trump U trial
163,2016,Confusion as NRL fixture misses a trick,Woman sad about election bumps into Hillary Clinton while hiking,"Chinese, UK officials discuss intensifying bilateral trade, economic ties",Chilli balls replace pellets,Trump's protectionism will have limited effect on Indonesia: UOB,Revered singer and songwriter Leonard Cohen dies aged 82,Yang Dai-kang on making Team Taiwan,Sports: The King of all comebacks- Rapper Nyashinski,"Smog lifts, but Delhi's problems remain",More anti-Trump protests planned across United States,"Trump goes to Washington, where complex Congress awaits ",Social enterprise movement can change the way we do business,Singapore names Jho Low as person of interest in trial of former BSI banker,Anglican Arch Njongonkulu to get Freedom of Cape Town,South Korean parties at odds over Park&aposs mandate,Yang Dai-kang on making Team Taiwan,Drunk public van driver caught speeding through checkpoints,  Failed Beagle 2 lander DID open up on Mars: The lost probe deployed at least three solar panels before cutting out    ,How Travel Made Me a Better Entrepreneur
164,2016,Man Vs Goat: 70-year-old in hospital after epic battle,Taipan Announces Closing of Private Placement,"Scotland open for business, despite stalled deal",Trump wins Arizona's 11 electoral vote two days after elections,KPK smells irregularities in stunted electricity projects,Revered singer and songwriter Leonard Cohen dies aged 82,Microsoft's AI chatbot to target business users,Sports: Comeback King: How Nyanshinski made a successful comeback,Live: All Blacks v Italy,Another PML-N minister promises power to powerless Pakistanis,Duterte: Espinosa death not a case of extrajudicial killing,"Brave teen suffering from brain tumor helps launch 200,000 appeal for new hospital equipment",Singapore shares open 1.56% higher on Friday,Anti-Trump protests continue around the US,Golden Blue beats Windsor in Seoul&aposs key market,Microsoft's AI chatbot to target business users,Women missing after accepting jobs in Malaysia,Amazons Black Friday sale starts on MONDAY and new lightning deals could drop every FIVE minutes,Tigers' Miguel Cabrera wins 7th Silver Slugger Award
165,2016,Down Under Donald? We've already had ours and it didn't last long,Former New West paperboy recalls D-Day as part of remembrance project,Looking ahead - Nov 10,Wait turns matter of life and death,Lack of Adequate Guidelines Prove Difficult for Journalists in Indonesia: PWI,Revered singer and songwriter Leonard Cohen dies aged 82,Series of public hearings on Japan produce starts today,: Response to: RAILA is a Lord of Poverty in Kenya  Angry UHURU tells Kenyans from Bomas of Kenya,Recap: All Blacks v Italy,Court grants bail to Abidi,"LOOK: Blac Chyna, Rob Kardashian welcome daughter Dream",Leader comment: Cheesemaker dispute a sorry saga,"Second day of anti-Trump rallies in US cities, more planned on weekend",Buildmax records loss,N. Korean leader guides firing drill on front-line islet ,Series of public hearings on Japan produce starts today,China weakens yuan-dollar rate beyond landmark 6.8 level,Whats on TV tonight? Shows to watch on Friday 11 November  World Cup 2018 Qualifier and Still Game,Murrell picks St. Anselm new
166,2016,Down Under Donald? We've already had ours and it didn't last long,Canadians vow to join political parties after U.S. election result,Germany's Federal Foreign Office confirms armed attack on German Consul General,"Honey, show me the new money",Lack of Adequate Guidelines Prove Difficult for Journalists in Indonesia: PWI,Ready to bring up my century after putting injury woes behind me,A-Sha noodles making inroads into US market,The Counties: I am still a mother- Woman inspires after two miscarriages,"Dog's dislocated leg left untreated for two weeks, Hamilton owner sentenced over leaving it to suffer",Bomb blast wounds three at governor's office in Turkey,Speedy shovels shine in Slovakias grave-digging contest,Joyce McMillan: Trump victory not just the rage of an ageing generation,Wie continues comeback with two-under start in Mexico,Treasury sees 33% drop in emissions by 2035,"(Yonhap Interview) Trump expected to use pressure and talks in N.K policy, emphasize China&aposs role ",A-Sha noodles making inroads into US market,S44 amends education requirement for security guards,Scarlett Moffatt wants boyfriend Luke Crodden to propose on her return from Im a Celebrity Get Me Out of Here,California Secession Plan Gains Momentum After Trump Win
167,2016,Cracker auction weekend on the northern beaches,What does this mean for classrooms?,Chinese-Hungarian Friendship awards presented in Budapest,Wedding halts,VP Kalla Congratulates Former KPK Chairman Antasari After Release From Prison,Looking on from outside is hard - but I'm so proud ,Acer gaming monitor wins innovation prize,Muslim students targeted in US campus attacks,Bob Hope's UFO legacy,Sugarcane growers threaten to stop supply at agreed rates,DMCI nets P9.2B,Jim Duffy: Salmond’s enemies can offer him a lesson in how to win,Judge advises Trump University litigants to settle 'given all else that's involved',Sappi reinstates dividend payments,S. Korea&aposs major entertainment agencies&apos founders give opening remarks for &aposK-pop Star&apos,Acer gaming monitor wins innovation prize,"Father, son, 3, wounded in Tak Bai attack",REVEALED: Migrant numbers in Italy exceed 5 MILLION costing state billions,Bernie Sanders just gave his first post-election interview to discuss Trump as president-elect
168,2016,Coast photog’s amazing Aussie adventure,Debate emerges on Coast Capital Savings' plan to go national,US-China relations positive in long term: expert,Tourism finds a way out,Prosecutors seek 8 years for former N. Sumatra governor,Pregnant Nina to miss rest of jumps season,Sogo shopping spree,World: What not to say to a woman who has had a miscarriage,The photo that shows life goes on,PM to inaugurate Sangla Hill interchange today,Potential Pacquiao foe Crawford to fight Molina Jr. in December,Leader comment: Farage’s optimism over Trump has no credibility,Chinese driver weeps at roadside as villagers loot oranges after his truck overturns,Harmonys quarterly production hits record,(2nd LD) BOK holds key rate steady at 1.25 pct in Nov.,Sogo shopping spree,Economy 'strong enough' to weather US election impact,  RAC launches attack on garages who are failing to pass on drop in wholesale cost    ,BRIEF-Wcm Beteiligungs says 3 retail centres were acquired for 98.2 mln euros
169,2016,First rumblings of summer on horizon,Philippe Couillard denies his office talked to UPAC chief about investigations,First Chinese named as new Interpol chief,Thief's terror,Several Areas in Jakarta Flooded After Heavy Rain,Treasures: Table lighters ignite interest in collectors,One last glimpse?,Campus: JKUAT designs first surveillance vehicle,Parker v Ruiz is not a real championship fight,Sartaj vows to work together with new US govt,Cebu policeman in hot water for alleged harassment of female cop,Inside Transport: Let there be beauty in transport,"Singdollar weakens further against surging US dollar, after 1% fall on Thursday",Mining output growth leaves analysts cold,Full text of BOK&aposs statement on monetary policy decision for Nov.,One last glimpse?,Rupiah plunges most since 2011,'Gay and bright',State issues first marijuana warning to licensed business 
170,2016,Plenty of changes for Easts Tigers,Delta transition house for abused women held up by B.C. Housing,China’s economic lure outshines US military bases in Asia,Tea waiver plea,Several Areas in Jakarta Flooded After Heavy Rain,Families to be hit with fresh rises in cost of health cover,Piko Taro in Taiwan,: Expect more graduates to tarmac by the roadside - expert warns,'I don't know if I can start grieving yet',ECP reforms presented,"Obama, Trump hold 'excellent' White House talks ",Bay City Rollers member confronts 'parasite' ticket tout whose greed is wrecking the music industry,"After Obama, Trump may face children suing over global warming","Graduate Ntokozo Qwabe details struggle as a poor, black student",The Korea Interbank Offered Rates (KORIBOR),Piko Taro in Taiwan,Pope's jubilee year has brought over 20 million to Rome,Lunch box to penalty box,"Woman Runs Into Hillary Clinton in Chappaqua, Posts Photo on Facebook"
171,2016,‘Loads of people were unhappy I was Christian Grey’,Anti-Trump protests continue across the U.S. for second day,"Obama, Trump hold wide-ranging conversation",Sharapova to be Reinstated as UN Ambassador After Suspension,Stop Mixing Religion and Politics: Defense Minister,Modern mansion near Skerries,61% of office workers want to take to the skies,Campus: I'm unstoppable  Blind Maasai Mara University student leader,"England to go around South Africa, says Eddie Jones",S Africa's Zuma faces new no-confidence vote,Trump lawyers to begin settlement talks on Trump University,Leigh Griffiths set to start for Scotland as Gordon Strachan considers dumping Chris Martin for Wembley crunch,Alibabas Singles Day rakes in US$5.2b in sales in first hour,WATCH: Infamous Ntokozo Qwabe busts moves at Oxford,"Russia to give food, fuel to N. Korean flood victims",61% of office workers want to take to the skies,"Dow surges to record close, Nasdaq falls on tech weakness",Trump vs Kim,"Trump Sends Out His First Tweet Since Landing In DC, Its Not What Youd Expect"
172,2016,Will you score a Trump-like victory in this news quiz?,Overdose crisis overwhelms DTES fire hall: chief,Philippines' Duterte says he is against 2014 defense pact with US,My brush with ghosts,"NIPPON EXPRESS to promote sea & rail transport services from Asia to Central, East Europe as ""ADRIA DIRECT""",Ballymore's Mulryan scoops top awards,Court rejects lawmaker bid to bar Ma from travel,: Organization rescues the most vulnerable and at risk Ugenya girls,Luxury SUV fit for Donald Trump?,Pakistan's economic growth soars to highest mark in eight years: WB,Firefighters from across US battle Appalachian wildfires,Blind woman trapped in hospital for 209 days because no care package is in place to let her go home,Judge orders Amazon refunds for children's in-app purchases,Hawks claim FIC stalling Gupta probe,Park&aposs approval rating remains at record-low 5 pct,Court rejects lawmaker bid to bar Ma from travel,Calexit? Californians turn their backs on Trump,Prince Harry's new girlfriend Meghan Markle 'staying with him at Kensington Palace',Trump's win could cause a stock market bubble
173,2016,ABC News quiz: 10 questions on the week that was,Man visiting Toronto from U.S. dead after being attacked by between seven to nine people,Tibet comes to Houston,Seized money puts cops in fix,"Greene, Tweed offers fast, efficient ordering for standard products",Piping prop gunning for starts after breaking  his duck,Ching-An Temple in Keelung starts Dharma Assembly,The Counties: My father demanded Sh1.8 million to bury my son,"Sky, Vodafone merger decision by Christmas",Indian envoy summoned to protest LoC violations,Anti-Trump protests continue around country,"Time to admit Donald Trump won because of racism, not the left-behind underclass, says David Clegg",One in four Singaporeans aged above 65 developed chronic disease in past year: Study,Engaging Ntokozo Qwabe on disrupting whiteness and black people's attachment to whiteness:,Rice prices plunge to 21-yr low,Ching-An Temple in Keelung starts Dharma Assembly,Sharapova to return as UN goodwill ambassador,Adam Voges faces fitness race ahead of second South Africa cricket Test,Wells Fargo CEO says bank changing handling of whistleblower complaints
174,2016,Vic man jailed for unintentional killing,Royal Ontario Museum apologizes for 'racist' Africa exhibit it held nearly 30 years ago,The first UK-China Nuclear Joint Research and Innovation Centre is unveiled,Iron fist and clash over cash,How to Shop Online Like a Seasoned Pro and Mistakes To Avoid,Colm Kelpie: US firms not going home in the morning - but future is under threat,"Nearly 5,000 visited Taiwan on eVisa: Foreign Ministry",Did Facebook's fake news get Trump elected?,Woman banned from owning animals,Accused confesses Altaf behind Imran Farooq murder,Bato welcomes probe on Vegas trip,Hibs boss Neil Lennon reveals he will fine Jason Cummings for foul-mouthed rant at ref in U20s game,Trump could easily erase much of Obama's foreign policy legacy,We are done explaining ourselves - Qwabe,S. Korean gets jail term for threatening to kill U.S. envoy to Seoul,"Nearly 5,000 visited Taiwan on eVisa: Foreign Ministry",ADB chief calls for continued US involvement in Asia,  Internet mocks first awkward photo of Donald Trump and President Obama    ,North Carolina voted against the states anti-LGBT law on Tuesday. It probably wont matter
175,2016,Men who will form Trump cabinet,Winning the White House means Trump probably won't have to face anyone in court to fight civil suits,'Magic doctor' brings Chinese medicine to Peru,Late Latif & saviour,Indonesia Seeks to Stabilize Beef Prices by Easing Live Cattle Imports,Irish household debt levels static as the pace of reduction slows down,CPC fuel prices expected to fall further next week,Pope's jubilee year has brought over 20 million to Rome,Happy Birthday from your 'Money Robot',"Obama, Trump put unpleasantries behind; discuss transition of power",Paper please: California voters approve plastic bag ban,Celtic star Nir Bitton facing international exile after giving Israel boss a 'dirty look',Duterte says shift towards China will continue after Trump win,New liquor laws will ruin us - traders,Presidential office dismisses rumors about Park&aposs alleged absence during 2014 ferry disaster ,CPC fuel prices expected to fall further next week,More Phu Thap Boek resort demolitions planned,"Donald Trump calls Theresa May to stress importance of US relationship with UK, using Margaret Thatchers bond with Ronald Reagan as reference","Free meals, other deals for 2016 Veterans Day"
176,2016,Woman glassed at Sydney train station,New regulations for mortgage brokers give borrowers a fuller picture on loans,Song Dynasty tomb unearthed in Xinjiang,Crunch cripples foreign tourists,Deputy Speaker Fadli Zon Says Report Against Him an Attempt to Seek Sensation,"Please don't let killer out early, plead relatives of tragic mum and daughters",US dollar closes higher on local forex as investors flee,Campus: A reprieve for Maseno University students,UFC goes WWE in NYC,Pakistan welcomes Trump mediation offer on Kashmir,"IMF urges Argentina to continue reforms, protect poor",Martial arts experts teach kids Taekwondo as a way to fight back against bullies,South Korea president's approval rating remains at all-time low: Gallup poll,Clicks cleared to run Netcare outlets,Tension grows ahead of massive anti-Park rally,US dollar closes higher on local forex as investors flee,Myanmar government plans paddy purchases,  Prince Harry's girlfriend Meghan Markle spotted in London near Kensington Palace    ,"Cook County, home to Chicago, approves sugar tax in growing trend"
177,2016,"Not enough free agency moves, say players",Cam Cole: Buonos Lions turnaround as impressive as anything in 2016 CFL season,Bank of Communications establishes London branch,Psst! A prank to save your black buck,Deputy Speaker Fadli Zon Says Report Against Him an Attempt to Seek Sensation,Deep RoverRock extend sponsor deal,Controversy after ROC ex-generals seen at Xi Jinping speech in Beijing,Kenya: Police in Nairobi arrest Nigerian with fake Sh86 million,MasterChef trumps Trump on TVNZ 1,Five-year old innocent burst into tears after Trump's election win,McGregor tries to hit Alvarez with chair at UFC 205 presser,Nicola Sturgeon refuses to withdraw her condemnation of 'sexist and racist' attitudes of Donald Trump,South Korea President Park's approval rating remains at all-time low: Gallup poll,Nicolas Notes: The devil you dont know,All too human,Controversy after ROC ex-generals seen at Xi Jinping speech in Beijing,Duterte turns sentimental at karaoke with Najib,BREAKING: Explosion and gunfire near German consulate,"This Veterans Day, start fixing the Veterans Administration"
178,2016,‘Cheating scumbag’ flees with author son’s girlfriend,Canadian officials preparing for potential flood of Mexican migrants after Trump wins presidency,  Revolutionary pioneer Sun Yat-sen commemorated  ,Mistry loses TCS chair,Holcim Inaugurates Cement Terminal in Lampung,Unions' demands must be grounded in reality,IC partnership,The Counties: NYS officers sacked over theft of biscuits and madondo,Video: 'That kid is awesome!' Mini-Steph Curry shows off ridiculous handles during NBA game,Chinese boy found dead in well after huge four-day search,And the 2016 Bell Awardees are,Expat Scots in USA tell of their fears for the future after Donald Trump wins the Presidential Election,Croesus Retail Trust posts 9.8% rise in Q1 DPU,We want to study UKZN SRC,North Korea's state radio station broadcast a new set of mysterious numbers Friday after a five-day break that could be some kind of coded message to its agen.,IC partnership,Thai ambassador sees good Thai-US ties with Trump,Care home cuts keep vulnerable elderly from using the toilet and shower,Unclaimed soldier receives funeral from fellow ..
179,2016,‘Dozen’ cars involved in police chase,Leonard Cohen dies at age 82,S.Korea president's approval rating remains at all-time low - Gallup,Clogged metro airports: Government plans more plane parking bays,House Deputy Speakers Fahri Hamzah and Fadli Zon Reported for Incitement,Top let: Grand designs on the property market,Warm weather forecast for Saturday onwards,Kenya: Someone please tell this woman to stop,Bullrush! South Taranaki school bucks the trend to bring back popular game,Will not end strike until our demands are met: YDA,"Weather forecast: La Nia is here, may last through winter",Gordon Strachan sounds like he's preparing for his last match but Wembley win would turn things on its head,Singer-songwriter Leonard Cohen dies at age 82 ,UKZN extends academic year,"U.S. President-elect Donald Trump is expected to seek a tougher stance not only on North Korea, but also on China and other nations that support the communist.",Warm weather forecast for Saturday onwards,Thai ambassador sees better US ties with Trump,Michelle Obama and Melania Trump pictured together at White house meeting as Donald Trump considers administration appointments,Disney embraces streaming as ratings sag
180,2016,What life on Mars will look like,"Vaughn Palmer: Binding arbitration, not negotiation, may be only answer to province's mishandling of teachers",China commemorates 150th birthday of revolutionary pioneer Sun Yat-sen,"World Bank asks India,Pakistan to agree to mediation on Indus Water Treaty",House Deputy Speakers Fahri Hamzah and Fadli Zon Reported for Incitement,Four on the market: Dublin homes with a price cut,Money laundering ring busted by police: CIB,Trump presidency: What will happen to undocumented immigrants?,The Simpsons' Trump predictions busted,"A year after bloodbath, Paris fights to woo back tourists",Robber killed in Laguna shootout,"Even after Trump's disastrous win, we can still take hope from dignity of Barack Obama, says Record View","In Pictures: David Beckham, Kobe Bryant, Coco Lee among celebrities at Alibaba's Singles' Day countdown gala ",Life Healthcare seeks another deal,POSCO chief to be questioned over 'Choi Soon-sil gate',Money laundering ring busted by police: CIB,Crew of Vietnam ship abducted off Philippines: govt,Prince William urges action against 'shameful' levels of youth homelessness,UH basketball preview: Ready to snap NCAA drought
181,2016,Outback spooktacular giving entertainers a work in a remote mining town,Vancouver's Trump Tower draws Thursday protest,New dumping criteria opposed,QBullet: Currency Ban Adds to Banks’ Woes; SC Strikes Law on SYL,Marines Applaud and Parade Jokowi After Official Ceremony,"'I will always play through the pain,' insists McGoldrick",Japan death-row inmate  executed: justice ministry,"The Counties: Local TV personality became violent and abandoned his fatherly duties, claims ex-wife",Opinion: Trump's election bad news for the planet,Pakistan ratifies Paris agreement on climate change,New York braces for the looming threats of climate change,Scotland stunned England's superstars in 1999 and this team can defy the odds too - Barry Ferguson,Designer Stella McCartney unveils first menswear collection,Why Sars unit was targeted,"The U.S. alliance with South Korea 'supersedes' any individual presidency or political party, the White House said amid concern about potential negative effec.",Japan death-row inmate  executed: justice ministry,Spike in illegal border crossings from Mexico: US,Boats and bananas,Pueblo jail inmate arrested in 2014 murder
182,2016,Immunity issues in Matthew Leveson case,Casino Rama customer information stolen after alleged cyberattack,"Obama, Trump hold wide-ranging conversation during first post-election meeting",QCrime: Teenager Bludgeons Minor; 10-Year-Old Girl Raped in Ballia,Group Reports Former President Yudhoyono for Alleged Hatemongering,Protester numbers are significant but their cause is not - US democracy has played out,13 dead in Indian garment factory fire: police,Politics: Discontent in the North Rift over omission from Uhuru's campaign team,Planet Earth makers' favourite places,PM Nawaz to inaugurate Sangla Hill Interchange today,"Drug peddler arrested in Cebu, yields P1.4-M shabu",England will sweep aside Scotland at Wembley if they take advantage down the wing - Chris Sutton,Singer-songwriter Leonard Cohen dies at age 82,Book about SARS paints damaging view of the media,"South Korea's central bank on Friday held its policy rate steady for November, extending its wait-and-see mode for the fifth consecutive month after sending t.",13 dead in Indian garment factory fire: police,"Shoeless, shirtless, breathless, Aussie lawmakers still vote",Amazon drivers 'work illegal hours',Paterson police hold anti-crime meeting with 20 men among most likely to kill
183,2016,Man arrested with loaded handgun hidden between buttocks,Missing Sask. girl found dead; Amber Alert cancelled,APEC meeting to promote 150 different events in Peru,Fury may damage global prosperity,Group Reports Former President Yudhoyono for Alleged Hatemongering,"Home truths: Like childbirth, the pain of moving fades",Crew of Vietnamese ship abducted near Philippines,Kenya: Someone please tell this woman to stop,Schmidt is the one that got away,Saeeduz Zaman Siddiqui takes oath as Governor of Sindh,Howard Dean announces run for head of Democratic Party,Sick and disabled people being 'punished' as new welfare regime changes start in trial area,Sharapova to resume as UN goodwill ambassador in April,Attacking pilot benefits cannot fix SAA: Jimmy ,"Seoul, Tokyo to tentatively sign intelligence-sharing pact next week",Crew of Vietnamese ship abducted near Philippines,Hong Kong stocks dip at open,Amazon drivers 'work illegal hours',Jamestown murder suspect at large - The Buffalo News
184,2016,Protester who disrupted asylum seeker transfer on flight avoids conviction,'We need to approach this with grace': Millennials protest Trump victory,China's Singles Day offers big opportunity for British retailers,Rough night in US for the power of data,Group Reports Former President Yudhoyono for Alleged Hatemongering,Recalled Rooney 'freer in his mind' - Southgate ,China's plans for Myanmar town offer few local opportunities,America: Trump could easily erase much of Obama's foreign policy legacy,Surviving the US Election,'The era of a Palestinian state is over' Israeil minister says on Trump win,Singer-songwriter and poet Leonard Cohen dead at age 82,Survival of Scotland's endangered red squirrels being threatened by leprosy,"Trump Tower, once a tourist attraction, now restricted from ground to sky",Price inflation weighs on Woolworths,(LEAD) Park&aposs approval rating remains at record-low 5 pct,China's plans for Myanmar town offer few local opportunities,Cambodia Water Festival holiday woes,Desperate housewives,Parks And Recreations Leslie Knope Pens Inspirational Letter Regarding The Election Of Donald Trump And To Not Lose Hope
